source_id,release,source_id_dr3,nss_solution_type,orbit_source,orbit_period_d,orbit_significance,orbit_a0_mas,queue_bin,queue_rank,n_transits_fetched,n_transits_used,f2_single_star,parallax_mas,excess_noise_mas,fit_model,fit_seconds,verdict,verdict_scope,verdict_basis,verdict_confidence,verdict_confidence_basis,flag_alias_1yr,flag_low_lat,flag_hi_sigma_ti2,flag_xray_active,flag_dust_unresolved_south,flag_dust_sigma_fragile,flag_astrom_quiet,schema_version,verdict_source,verdict_source_version,config_version,epoch_data_release,epoch_data_structure,gaiasupdate_version,produced_utc,run_id,notes
4524807699152454144,Gaia DR3,4524807699152454144,Orbital,elbadry2026_table,947.201,15.9,,v2_main,508,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,True,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Solution OK; some residual scatter
5530442371304582912,Gaia DR3,5530442371304582912,Orbital,elbadry2026_table,498.831,29.0,,v2_main,244,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
4637171465304969216,Gaia DR3,4637171465304969216,Orbital,elbadry2026_table,639.151,55.0,,v2_main,71,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
1871419337958702720,Gaia DR3,1871419337958702720,Orbital,elbadry2026_table,479.313,72.1,,v2_main,67,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,True,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
1854241667792418304,Gaia DR3,1854241667792418304,Orbital,elbadry2026_table,1430.334,55.5,,v2_main,74,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
3494029910469026432,Gaia DR3,3494029910469026432,AstroSpectroSB1,elbadry2026_table,632.53,77.6,,v2_main,86,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
5820382041374661888,Gaia DR3,5820382041374661888,Orbital,elbadry2026_table,311.14,39.2,,v2_main,68,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
4922744974687373440,Gaia DR3,4922744974687373440,Orbital,elbadry2026_table,562.381,15.4,,v2_main,70,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
465093354131112960,Gaia DR3,465093354131112960,Orbital,elbadry2026_table,1046.37,24.2,,v2_main,73,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,True,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
1748901959855337472,Gaia DR3,1748901959855337472,,elbadry2026_table,991.847,6.1,,external,,,,,,,,,NOT_CO,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,EB with P_ orb=1.02 d
747174436620510976,Gaia DR3,747174436620510976,Orbital,elbadry2026_table,999.436,48.7,,v2_main,84,,,,,,,,MARGINAL,compact_companion,rv_followup,MEDIUM,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs marginally consistent with astrometric orbit
5446310318525312768,Gaia DR3,5446310318525312768,AstroSpectroSB1,elbadry2026_table,866.558,47.0,,v2_main,550,,,,,,,,UNKNOWN,compact_companion,rv_followup,LOW,EB26 UNKNOWN = follow-up absent or incomplete; not a verdict,False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,No RV follow-up
1581117310088807552,Gaia DR3,1581117310088807552,Orbital,elbadry2026_table,927.314,175.6,,v2_main,87,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
6037767138131854592,Gaia DR3,6037767138131854592,Orbital,elbadry2026_table,804.701,29.6,,v2_main,76,,,,,,,,UNKNOWN,compact_companion,rv_followup,LOW,EB26 UNKNOWN = follow-up absent or incomplete; not a verdict,False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,No RV follow-up
1434445448240677376,Gaia DR3,1434445448240677376,Orbital,elbadry2026_table,572.423,82.5,,v2_main,245,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
1801110822095134848,Gaia DR3,1801110822095134848,AstroSpectroSB1,elbadry2026_table,893.583,92.2,,v2_main,81,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
4240540718818313984,Gaia DR3,4240540718818313984,Orbital,elbadry2026_table,691.168,85.2,,v2_main,82,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
1694708646628402048,Gaia DR3,1694708646628402048,Orbital,elbadry2026_table,632.034,114.9,,v2_main,83,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
1522897482203494784,Gaia DR3,1522897482203494784,AstroSpectroSB1,elbadry2026_table,45.517,156.6,,v2_main,85,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
6481502062263141504,Gaia DR3,6481502062263141504,Orbital,elbadry2026_table,229.684,48.5,,v2_main,319,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
2995961897685517312,Gaia DR3,2995961897685517312,Orbital,elbadry2026_table,189.763,39.9,,v2_main,277,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
3184078579032750464,Gaia DR3,3184078579032750464,Orbital,elbadry2026_table,614.895,87.4,,v2_main,730,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
2032579979951732736,Gaia DR3,2032579979951732736,Orbital,elbadry2026_table,215.447,63.1,,v2_main,89,,,,,,,,NOT_CO,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,True,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Possible EB
5355633933885075328,Gaia DR3,5355633933885075328,Orbital,elbadry2026_table,574.74,76.8,,v2_main,714,,,,,,,,UNKNOWN,compact_companion,rv_followup,LOW,EB26 UNKNOWN = follow-up absent or incomplete; not a verdict,False,True,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,No RV follow-up
4466767229088016256,Gaia DR3,4466767229088016256,Orbital,elbadry2026_table,776.604,116.1,,v2_main,687,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
3389767036738482432,Gaia DR3,3389767036738482432,Orbital,elbadry2026_table,717.231,55.5,,v2_main,247,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,True,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
2919995917769953408,Gaia DR3,2919995917769953408,Orbital,elbadry2026_table,456.774,23.2,,v2_main,97,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
5039979680444075392,Gaia DR3,5039979680444075392,Orbital,elbadry2026_table,553.305,83.8,,v2_main,432,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
1683575679079854848,Gaia DR3,1683575679079854848,Orbital,elbadry2026_table,795.566,49.6,,v2_main,557,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
1579254496872812032,Gaia DR3,1579254496872812032,Orbital,elbadry2026_table,601.462,64.8,,v2_main,333,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
5283631903842076032,Gaia DR3,5283631903842076032,,elbadry2026_table,90.754,31.3,,external,,,,,,,,,UNKNOWN,compact_companion,rv_followup,LOW,EB26 UNKNOWN = follow-up absent or incomplete; not a verdict,False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,No RV follow-up
220012968211559296,Gaia DR3,220012968211559296,Orbital,elbadry2026_table,196.341,25.3,,v2_main,103,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,True,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
